date,actual_eod,predicted_eod,pred_std,prev_eod,decision,confidence,qty_scaled,cash,btc,portfolio_value
2025-01-18,104455.435,100924.13303250844,7640.167527648877,104118.45,SELL,0.35715330716673754,0.0035715330716673756,6125.539640807933,0.0396732030114593,10269.621319213224
2025-01-19,101228.28,91700.69775098661,8055.937187911464,104455.435,SELL,0.3312053257513712,0.003312053257513712,6460.8130953344435,0.03636114975394559,10141.589743748778
2025-01-20,102225.42,129262.17953535794,9440.151794085772,101228.28,BUY,0.18918880202618726,0.0018918880202618727,6267.414047870205,0.03825303777420746,10177.846900614428
2025-01-21,106177.01,106876.42368539952,9457.673288962787,102225.42,SELL,0.1624852521010859,0.001624852521010859,6439.9360302421,0.036628185253196596,10329.007222152608
2025-01-22,103643.2415,107770.63103536681,9999.183291824334,106177.01,BUY,0.10307376194648277,0.0010307376194648276,6333.107042224772,0.03765892287266143,10236.199880145894
2025-01-23,103959.4605,135996.00075758394,7706.876855392299,103643.2415,BUY,0.3097261531200731,0.0030972615312007314,6011.117404413741,0.04075618440386216,10248.108347077765
2025-01-24,104872.87,111280.81583383509,7211.428556798028,103959.4605,BUY,0.3416522276348729,0.003416522276348729,5652.816907874117,0.04417270668021089,10285.335433096005
2025-01-25,104708.45,124651.46045267374,11118.252993372986,104872.87,BUY,0.0224296859922396,0.000224296859922396,5629.331131331775,0.04439700354013328,10278.072556663643
2025-01-26,102590.64,113125.21245471839,7455.058697731924,104708.45,BUY,0.31433235258935255,0.0031433235258935257,5306.855559083302,0.04754032706602681,10184.048138596314
2025-01-27,102051.0365,107953.25517465429,7275.029720202229,102590.64,BUY,0.28617825726996216,0.0028617825726996214,5014.807681301669,0.05040210963872643,10158.39521172034
2025-01-28,101299.715,107926.71904112273,8359.63576625871,102051.0365,BUY,0.192684142319977,0.00192684142319977,4819.6191942813375,0.052328951061926206,10120.527023103408
2025-01-29,103713.395,146648.54876169094,10144.30973082664,101299.715,BUY,0.08511506955398052,0.0008511506955398052,4731.343465990293,0.053180101757466014,10246.832365702561
2025-01-30,104740.315,122801.35356482553,10845.806894579468,103713.395,BUY,0.015803442537147383,0.00015803442537147384,4714.790890496041,0.05333813618283749,10301.444075799338
2025-01-31,102408.05,149432.4265283278,11160.468182238652,104740.315,BUY,0.0657813351568618,0.000657813351568618,4647.425507897935,0.053995949534406104,10177.04540761487
2025-02-01,100646.095,129827.49424249395,10970.807277414076,102408.05,BUY,0.1475844414685048,0.001475844414685048,4498.887530732324,0.05547179394909115,10081.906974352976
2025-02-02,97714.92,119307.6193540082,6633.3243529615165,100646.095,BUY,0.46671794532486777,0.004667179453248678,4042.834463832486,0.060138973402339826,9919.309438724249
2025-02-03,101445.725,133930.28667517265,9213.743208658347,97714.92,BUY,0.24514870411153966,0.0024514870411153967,3794.1415836184296,0.06259046044345522,10143.676221388567
2025-02-04,97799.305,132108.06005084413,8318.876542668037,101445.725,BUY,0.2812634001764258,0.002812634001764258,3519.0679330265166,0.06540309444521948,9915.445114618342
2025-02-05,96651.484,130620.11332114069,8613.421725841523,97799.305,BUY,0.21249027246876184,0.0021249027246876186,3313.6929313298147,0.0675279971699071,9840.374069349135
2025-02-06,96565.618,115265.80882034551,6726.797031813832,96651.484,BUY,0.31891162851517185,0.0031891162851517187,3005.7339463802746,0.07071711345505881,9834.575710344143
2025-02-07,96562.5685,96256.05523964224,10322.904876929722,96565.618,HOLD,0.04408128507434417,0.0004408128507434417,3005.7339463802746,0.07071711345505881,9834.360058506663
2025-02-08,96497.435,140783.6288103916,11715.39034673915,96562.5685,HOLD,0.0,0.0,3005.7339463802746,0.07071711345505881,9829.754005397437
2025-02-09,96523.7925,125138.3866118323,6982.153694384353,96497.435,BUY,0.37041942241029846,0.0037041942241029845,2648.1910717132596,0.07442130767916179,9831.61793171533
2025-02-10,97387.15105,129071.39416206257,9464.83238612445,96523.7925,BUY,0.16262797602118817,0.0016262797602118817,2489.8123190559472,0.07604758743937368,9895.870204002314
2025-02-11,95759.855,133671.25368138065,7807.132845430743,97387.15105,BUY,0.32540715459776626,0.0032540715459776627,2178.2028996535005,0.07930165898535134,9772.118265350191
2025-02-12,97880.7915,139566.3544849739,10117.233916738975,95759.855,BUY,0.1218963878478555,0.001218963878478555,2058.8897504181095,0.0805206228638299,9940.312048402777
2025-02-13,96651.338,129138.92977126724,6953.190300141273,97880.7915,BUY,0.32696748505016193,0.0032696748505016194,1742.871301292178,0.08379029771433151,9841.31568680066
2025-02-14,97532.22,115642.50744352039,7194.50397520491,96651.338,BUY,0.3071697585250589,0.0030716975852505893,1443.281816634049,0.0868619952995821,9915.125051831857
2025-02-15,97617.405,132386.8955440239,9827.913564202227,97532.22,BUY,0.06177379269349448,0.0006177379269349447,1382.97984323658,0.08747973322651705,9922.524390901452
2025-02-16,96157.635,125267.61520390185,8495.721536947018,97617.405,BUY,0.20206544856171338,0.002020654485617134,1188.678486747495,0.08950038771213419,9794.824100729378
2025-02-17,95786.315,113899.38296836358,12254.53351856518,96157.635,HOLD,0.0,0.0,1188.678486747495,0.08950038771213419,9761.590816764108
2025-02-18,95585.3,116613.86970969381,11901.693006625994,95786.315,BUY,0.04162294877857553,0.0004162294877857553,1148.8930662886473,0.08991661719991995,9743.599896328155
2025-02-19,96639.568,109875.60232540352,8344.27475242147,95585.3,BUY,0.3432825152021015,0.003432825152021015,817.146326577802,0.09334944235194097,9838.39610851028
2025-02-20,98362.02,121351.42590625281,8195.135595922584,96639.568,BUY,0.3336117675354725,0.0033361176753547253,488.999053072207,0.0966855600272957,9999.186042188267
2025-02-21,96139.486,97441.06984913083,9451.75870343447,98362.02,HOLD,0.24608178792238533,0.0024608178792238536,488.999053072207,0.0966855600272957,9784.29909771856
2025-02-22,96565.2015,105492.36409339658,8680.088218706966,96139.486,BUY,0.2544953096542102,0.002544953096542102,243.24514449657,0.0992305131238378,9825.45963924836
2025-02-23,96271.8945,74887.33696824574,7155.552851237682,96565.2015,SELL,0.31569700578037874,0.0031569700578037876,547.172632841115,0.09607354306603401,9796.354635135547
2025-02-24,91503.3355,138387.14348297042,8779.732654858428,96271.8945,BUY,0.16902399560389847,0.0016902399560389848,392.5100390681746,0.09776378302207299,9338.222276686123
2025-02-25,88616.026,92476.60410682404,7766.855958917007,91503.3355,BUY,0.2573640469526084,0.002573640469526084,164.4442483059989,0.10033742349159908,9055.947977210553
2025-02-26,84117.1455,95700.51955845309,9911.565695280331,88616.026,BUY,0.06259860516546667,0.0006259860516546667,111.7880885179928,0.10096340954325374,8604.541899243955
2025-02-27,84651.897,109811.84935899448,7727.059231514815,84117.1455,HOLD,0.25235452499536215,0.0025235452499536215,111.7880885179928,0.10096340954325374,8658.532233942326
2025-02-28,84343.1145,106730.51529474954,9051.261461741855,84651.897,HOLD,0.16262725291478897,0.0016262725291478898,111.7880885179928,0.10096340954325374,8627.356499935035
2025-03-01,86042.2245,114892.61685940786,7695.1625683724305,84343.1145,HOLD,0.26976846396489296,0.0026976846396489294,111.7880885179928,0.10096340954325374,8798.904438724074
2025-03-02,94252.244,132931.494087859,9628.944719335095,86042.2245,HOLD,0.12491969802485059,0.001249196980248506,111.7880885179928,0.10096340954325374,9627.815999860673
2025-03-03,86127.9015,122805.56826359864,7977.573229671638,94252.244,HOLD,0.24167557032719056,0.0024167557032719056,111.7880885179928,0.10096340954325374,8807.554680763511
2025-03-04,87265.08,145335.42505016088,11889.757152736303,86127.9015,HOLD,0.0,0.0,111.7880885179928,0.10096340954325374,8922.368099382795
2025-03-05,90623.1705,146432.87744106434,11794.305452353461,87265.08,BUY,0.03691934015441212,0.00036919340154412117,78.33061194238495,0.10133260294479786,9261.412365817603
2025-03-06,89924.975,105750.6402936457,6295.3107512340575,90623.1705,HOLD,0.4708254418654666,0.004708254418654666,78.33061194238495,0.10133260294479786,9190.662398438259
2025-03-07,86769.817,125735.03167069807,9128.814188523584,89924.975,HOLD,0.2244947059694753,0.002244947059694753,78.33061194238495,0.10133260294479786,8870.942025596156
2025-03-08,86169.645,120032.89811646183,10293.186539048116,86769.817,HOLD,0.1665667824082958,0.0016656678240829581,78.33061194238495,0.10133260294479786,8810.125034621571
2025-03-09,80700.3485,123992.0016622423,9242.706637165393,86169.645,HOLD,0.2092533112016023,0.002092533112016023,78.33061194238495,0.10133260294479786,8255.906983999697
2025-03-10,78536.4975,99957.9421888779,10503.83591102343,80700.3485,BUY,0.0758516948618847,0.000758516948618847,18.759347503473244,0.10209111989341671,8036.638329784995
2025-03-11,82896.255,132548.14927517247,8046.092018627219,78536.4975,HOLD,0.3183391574702149,0.003183391574702149,18.759347503473244,0.10209111989341671,8481.730855423719
2025-03-12,83639.118,120407.72992923419,6699.042107714363,82896.255,HOLD,0.4016690795042329,0.0040166907950423296,18.759347503473244,0.10209111989341671,8557.570571021102
2025-03-13,81080.965,83858.68520833575,6612.42675320272,83639.118,HOLD,0.3565190624018053,0.003565190624018053,18.759347503473244,0.10209111989341671,8296.405866392397
2025-03-14,84034.8273,129288.40365054327,10394.39642108108,81080.965,BUY,0.016050048425964136,0.00016050048425964136,5.271717027147913,0.10225162037767635,8597.968976610342
2025-03-15,84361.885,110437.78227497225,10019.23105028591,84034.8273,HOLD,0.040560592519764516,0.0004056059251976452,5.271717027147913,0.10225162037767635,8631.411156392336
2025-03-16,82588.2,129108.69035756825,8951.513425580295,84361.885,HOLD,0.16099113998335102,0.0016099113998335102,5.271717027147913,0.10225162037767635,8450.048991102758
2025-03-17,84003.7,119532.85407006847,10386.313383541537,82588.2,HOLD,0.10393063289986026,0.0010393063289986027,5.271717027147913,0.10225162037767635,8594.786159747358
2025-03-18,82736.984,114289.9117550489,10718.05755821745,84003.7,HOLD,0.15053210005510576,0.0015053210005510577,5.271717027147913,0.10225162037767635,8465.26239618903
2025-03-19,86890.03,95192.45723677603,8706.580325571507,82736.984,HOLD,0.28607809196253586,0.0028607809196253588,5.271717027147913,0.10225162037767635,8889.918079192057
2025-03-20,84179.6595,126891.61571169844,7904.499553545278,86890.03,HOLD,0.3224757872142451,0.0032247578721424507,5.271717027147913,0.10225162037767635,8612.778303743204
2025-03-21,84056.3,120601.0610012573,9373.855847640747,84179.6595,HOLD,0.2037380449342634,0.002037380449342634,5.271717027147913,0.10225162037767635,8600.164594979226
2025-03-22,83831.5585,112760.83637010223,8482.063126913945,84056.3,HOLD,0.24912669803088483,0.002491266980308848,5.271717027147913,0.10225162037767635,8577.184412438115
2025-03-23,86099.65,133718.67331544083,8836.962402022918,83831.5585,HOLD,0.18372710987396101,0.0018372710987396102,5.271717027147913,0.10225162037767635,8809.10044347795
2025-03-24,87478.1465,126404.03133294589,5889.77171553887,86099.65,HOLD,0.4181095650676768,0.004181095650676769,5.271717027147913,0.10225162037767635,8950.053944287905
2025-03-25,87458.635,125521.97573952112,8303.202941874142,87478.1465,HOLD,0.187669893963209,0.00187669893963209,5.271717027147913,0.10225162037767635,8948.058861796906
2025-03-26,86908.24,113789.30899045347,11517.843209504164,87458.635,HOLD,0.0,0.0,5.271717027147913,0.10225162037767635,8891.780081199135
2025-03-27,87204.005,128880.42091530013,11597.664998536131,86908.24,HOLD,0.0,0.0,5.271717027147913,0.10225162037767635,8922.022531700139
2025-03-28,84351.295,144514.30856087914,7678.229942184641,87204.005,HOLD,0.31728908711187154,0.0031728908711187156,5.271717027147913,0.10225162037767635,8630.328311732537
2025-03-29,82627.575,110937.0977485904,6466.632443802025,84351.295,HOLD,0.43229804495411284,0.004322980449541129,5.271717027147913,0.10225162037767635,8454.075148655129
2025-03-30,82347.6605,113160.60368216402,7210.842891571732,82627.575,HOLD,0.35141478485565947,0.003514147848556595,5.271717027147913,0.10225162037767635,8425.453437462922
2025-03-31,82548.05,117448.13363189666,8700.46617607763,82347.6605,HOLD,0.16449797501195895,0.0016449797501195895,5.271717027147913,0.10225162037767635,8445.943588544595
2025-04-01,85163.004,119667.01427440211,8320.695672923393,82548.05,HOLD,0.13273841291074007,0.0013273841291074008,5.271717027147913,0.10225162037767635,8713.326872257681
