timestamp,action,price,btc,cash
2025-03-03 02:00:00+00:00,BUY,93308.1715,0.001,8462.664081000004
2025-03-03 03:00:00+00:00,BUY,92722.62,0.001,8369.941461000004
2025-03-03 04:00:00+00:00,BUY,92878.2665,0.001,8277.063194500004
2025-03-03 05:00:00+00:00,BUY,93301.85,0.001,8183.761344500004
2025-03-03 07:00:00+00:00,BUY,92341.455,0.001,8091.4198895000045
2025-03-03 08:00:00+00:00,BUY,91455.6,0.001,7999.964289500004
2025-03-03 09:00:00+00:00,BUY,91808.7205,0.001,7908.155569000004
2025-03-04 01:00:00+00:00,SELL,83312.5425,0.001,7991.468111500004
2025-03-04 02:00:00+00:00,SELL,83864.731,0.001,8075.332842500004
2025-03-04 03:00:00+00:00,SELL,83948.3035,0.001,8159.281146000004
2025-03-04 04:00:00+00:00,SELL,83368.665,0.001,8242.649811000005
2025-03-04 07:00:00+00:00,SELL,83115.475,0.001,8325.765286000005
2025-03-04 08:00:00+00:00,SELL,83841.8905,0.001,8409.607176500005
2025-03-04 09:00:00+00:00,SELL,83703.36,0.001,8493.310536500005
2025-03-04 13:00:00+00:00,SELL,82765.87,0.001,8576.076406500004
2025-03-11 01:00:00+00:00,SELL,79075.35,0.001,8655.151756500003
